CargoOK	IdCargo_IdTipo_IdTipo2
BAM40 Proporcional Plan	Fijos-Datos-BAM
BAM41 10 GB Internet	Fijos-Datos-BAM
BAM41 Bonificación Plan	Fijos-Datos-BAM
BAM41 Internet a granel	Fijos-Datos-BAM
BAM41 Proporcional 10 GB Internet	Fijos-Datos-BAM
BAM41 Proporcional Plan	Fijos-Datos-BAM
BAM42 - Plan Internet móvil 5GB	Fijos-Datos-BAM
BAM42 5 GB Internet	Fijos-Datos-BAM
BAM42 Bonificación Plan	Fijos-Datos-BAM
BAM42 Proporcional 5 GB Internet	Fijos-Datos-BAM
BAM42 Proporcional Plan	Fijos-Datos-BAM
BAM43 5 GB Internet	Fijos-Datos-BAM
BAM43 Bonificación Plan	Fijos-Datos-BAM
BAM44 - Plan Internet móvil 5GB	Fijos-Datos-BAM
BAM44 5 GB Internet	Fijos-Datos-BAM
BAM44 Bonificación Plan	Fijos-Datos-BAM
BAM44 Permite a clientes navegar Internet a granel	Fijos-Datos-BAM
BAM44 Proporcional 5 GB Internet	Fijos-Datos-BAM
BAM44 Proporcional Plan	Fijos-Datos-BAM
BAM45 5 GB Internet	Fijos-Datos-BAM
BAM45 Bonificación Plan	Fijos-Datos-BAM
BAM45 Proporcional 5 GB Internet	Fijos-Datos-BAM
BAM45 Proporcional Plan	Fijos-Datos-BAM
BAM46 5 GB Internet	Fijos-Datos-BAM
BAM46 Bonificación Plan	Fijos-Datos-BAM
BAM46 Plan	Fijos-Datos-BAM
BAM46 Proporcional Plan	Fijos-Datos-BAM
BAM47 5 GB Internet	Fijos-Datos-BAM
BAM47 Bonificación Plan	Fijos-Datos-BAM
BAM47 Plan	Fijos-Datos-BAM
BAM47 Proporcional Plan	Fijos-Datos-BAM
BAM48	Fijos-Datos-BAM
BAM48 5 GB Internet	Fijos-Datos-BAM
BAM48 Bonificación Plan	Fijos-Datos-BAM
BAM49 5 GB Internet	Fijos-Datos-BAM
BAM49 Bonificación Plan	Fijos-Datos-BAM
BAM49 Proporcional 5 GB Internet	Fijos-Datos-BAM
BAM50 - Plan Internet móvil 5G	Fijos-Datos-BAM
BAM50 5 GB Internet	Fijos-Datos-BAM
BAM50 Bonificación Plan	Fijos-Datos-BAM
BAM50 Plan	Fijos-Datos-BAM
BAM51 - Plan Internet móvil 5G	Fijos-Datos-BAM
BAM51 5 GB Internet	Fijos-Datos-BAM
BAM51 Bonificación Plan	Fijos-Datos-BAM
BAM51 Plan	Fijos-Datos-BAM
BAM51 Proporcional Plan	Fijos-Datos-BAM
BAM52	Fijos-Datos-BAM
BAM52 Plan	Fijos-Datos-BAM
BAM53 - Plan Internet móvil 5GB	Fijos-Datos-BAM
BAM53 5 GB Internet	Fijos-Datos-BAM
BAM53 Plan	Fijos-Datos-BAM
BAM56 5 GB Internet	Fijos-Datos-BAM
BAM58 - Plan Internet móvil 5GB	Fijos-Datos-BAM
BAM58 5 GB Internet	Fijos-Datos-BAM
BAM70  Bonificación Plan	Fijos-Datos-BAM
BAM70 - Plan Internet móvil 5G	Fijos-Datos-BAM
BAM70 - Plan Internet móvil 5GB	Fijos-Datos-BAM
BAM70 Proporcional 5 GB Internet	Fijos-Datos-BAM
BAM70 Proporcional Plan	Fijos-Datos-BAM
BAM71  Bonificación Plan	Fijos-Datos-BAM
BAM71 - Plan Internet móvil 5GB	Fijos-Datos-BAM
BAM71 Proporcional 5 GB Internet	Fijos-Datos-BAM
BAMCO - 30GB	Fijos-Datos-BAM
Bonif. Plan 5GB Standard	Fijos-Datos-BAM
Business Unlimited Performance Line	Fijos-Datos-BAM
Business Unlimited Standdalone	Fijos-Datos-BAM
Business Unlimited Tablet	Fijos-Datos-BAM
Cargo  Fijo  Plan  1741  BAM  Pro  120  GB  Corp	Fijos-Datos-BAM
Cargo  Fijo  Plan  2131  BAM  Empresas  Plus  20  GB	Fijos-Datos-BAM
Cargo  Fijo  Plan  2232  Corp  Pro  MM  20  GB  SE	Fijos-Datos-BAM
Cargo  Fijo  Plan  2255  WIFI  MOVIL  DEMO  80  GB	Fijos-Datos-BAM
Cargo Fijo - QR9	Fijos-Datos-BAM
Cargo Fijo - ZBD	Fijos-Datos-BAM
Cargo Fijo BAM	Fijos-Datos-BAM
Cargo Fijo Plan 1329 BAM Empresas 20GB	Fijos-Datos-BAM
Cargo Fijo Plan 1338 BAM Empresas Pro 9GB	Fijos-Datos-BAM
Cargo Fijo Plan 1453 BAM Pro 8GB Normal	Fijos-Datos-BAM
Cargo Fijo Plan 1456 BAM Pro 30GB Normal	Fijos-Datos-BAM
Cargo Fijo Plan 1524 BAM Controlado Corp 12GB	Fijos-Datos-BAM
Cargo Fijo Plan 1528 BAM Controlado Corp 90GB	Fijos-Datos-BAM
Cargo Fijo Plan 2130 BAM Empresas Plus 12 GB	Fijos-Datos-BAM
Cargo Fijo Plan 528 BAM Empresas Pro	Fijos-Datos-BAM
Cargo Fijo Plan 708 BAM Empresas Pro 3GB	Fijos-Datos-BAM
Cargo Fijo Plan 709 BAM Empresas Pro 6GB	Fijos-Datos-BAM
CF Internet Movil Pyme	Fijos-Datos-BAM
Conectividad M2M Legacy	Fijos-Datos-BAM
Control tráfico 10 GB Banda Ancha Móvil	Fijos-Datos-BAM
Credito Plan Internet Movil 25GB Emp	Fijos-Datos-BAM
Credito Plan Internet Movil 6GB Emp	Fijos-Datos-BAM
Data Pooling for Tablets Laptops MIFI	Fijos-Datos-BAM
Datos - PQT Corp Navegacion Infinita WA + Mail	Fijos-Datos-BAM
Dcto.  19%  CF  plan  1741	Fijos-Datos-BAM
dcto.  25%  CF  plan  2132  x31  dias	Fijos-Datos-BAM
dcto.  25%  CF  plan  2136  x31  dias	Fijos-Datos-BAM
dcto. 52% CF plan 2132 x28 dias	Fijos-Datos-BAM
dcto. CF plan 2278	Fijos-Datos-BAM
Descuento Plan Internet 500MB	Fijos-Datos-BAM
Descuento Plan Internet 50GB	Fijos-Datos-BAM
Descuento Plan Internet 5GB	Fijos-Datos-BAM
Descuento Plan Internet 8GB	Fijos-Datos-BAM
Descuento Plan Internet Empresas 15GB	Fijos-Datos-BAM
Descuento Plan Internet Empresas 2GB	Fijos-Datos-BAM
Descuento Plan Internet Empresas 5GB	Fijos-Datos-BAM
Descuento Plan Internet Empresas 8GB	Fijos-Datos-BAM
Dev. per. ant. Plan Internet 12GB	Fijos-Datos-BAM
Doble Comercial 5Mbps	Fijos-Datos-BAM
Empresas Internet	Fijos-Datos-BAM
Enterprise Gateway Unlim	Fijos-Datos-BAM
Equipo-CARGO EQUIPO 1 D 18	Fijos-Datos-BAM
Equipo-CARGO EQUIPO 3 D 20	Fijos-Datos-BAM
"Equipo-CARGO EQUIPO 4 D 21					0,000	"	Fijos-Datos-BAM
Equipo-CARGO EQUIPO 6 D 23	Fijos-Datos-BAM
Fijo Plan 1454 BAM Pro 12GB Normal	Fijos-Datos-BAM
Flex Business Data Device 100 MB	Fijos-Datos-BAM
Flex Business Data Device 10gb	Fijos-Datos-BAM
Flexible Business Data Device 0mb	Fijos-Datos-BAM
Flexible Business Data Device 10gb	Fijos-Datos-BAM
Flexible Business Data Device 2gb	Fijos-Datos-BAM
Flexible Business Data Device 4gb	Fijos-Datos-BAM
Flexible Business Router Voice 2gb	Fijos-Datos-BAM
Gpon ID 6 Mbps	Fijos-Datos-BAM
Gpon Internet Dedicado 3 Mbps	Fijos-Datos-BAM
IM EMP Control 3 GB	Fijos-Datos-BAM
INTERNET + WAP	Fijos-Datos-BAM
Internet 10000 MB	Fijos-Datos-BAM
Internet 300 MB	Fijos-Datos-BAM
INTERNET 5000MB	Fijos-Datos-BAM
INTERNET BOX 10GB EMP 4G	Fijos-Datos-BAM
INTERNET BOX 20 GB EMP 4G	Fijos-Datos-BAM
INTERNET BOX 40 GB	Fijos-Datos-BAM
INTERNET DEDICADO(3Mbps)	Fijos-Datos-BAM
Internet en tu casa	Fijos-Datos-BAM
INTERNET EN TU CASA PLUS 3	Fijos-Datos-BAM
Internet en tu casa Plus 4	Fijos-Datos-BAM
Internet Moveil 5 GB Emp 4G	Fijos-Datos-BAM
INTERNET MOVEL 40 GB EMP 4G	Fijos-Datos-BAM
INTERNET MOVIL	Fijos-Datos-BAM
INTERNET MOVIL 3000MB INCL	Fijos-Datos-BAM
Internet Móvil (IP Fija)	Fijos-Datos-BAM
M2M Intranet Móvil 25 MB	Fijos-Datos-BAM
M2M27 Plan	Fijos-Datos-BAM
M2M29 Plan	Fijos-Datos-BAM
M2M40 Plan	Fijos-Datos-BAM
M2M50 Plan	Fijos-Datos-BAM
M2M62 Plan	Fijos-Datos-BAM
M2M_10MB_A_CORP	Fijos-Datos-BAM
M2M_250MB_A_CORP Facturacion Conectividad M2M Legacy	Fijos-Datos-BAM
Mobile Select 3GB for Aircards / MiFi 4G LTE	Fijos-Datos-BAM
Mobile Select 3GB for IPad on 4G LTE	Fijos-Datos-BAM
Mobile Select 5GB for Aircards/MiFi 4G LTE	Fijos-Datos-BAM
Mobile Select GB for Aircards/MiFi G LTE	Fijos-Datos-BAM
Mobile Select GB for iPad on G LTE Overage	Fijos-Datos-BAM
Mobile Select Pool 1GB Aircards/MiFi 4G LTE	Fijos-Datos-BAM
Mobile Select Pool GB Aircards/MiFi G LTE	Fijos-Datos-BAM
MODEM LTE	Fijos-Datos-BAM
MODEM LTE CL	Fijos-Datos-BAM
MODEM LTE CL TERCEROS	Fijos-Datos-BAM
MODEM LTE TERCEROS	Fijos-Datos-BAM
Pack 10 GB Internet	Fijos-Datos-BAM
Pack 100 MB de Internet	Fijos-Datos-BAM
Pack 20 GB Internet	Fijos-Datos-BAM
Pack de 12 GB de Internet	Fijos-Datos-BAM
Pack de 15 GB de Internet	Fijos-Datos-BAM
Pack de 25 GB de Internet	Fijos-Datos-BAM
Pack de 3 GB de Internet	Fijos-Datos-BAM
Pack de 35 GB de Internet	Fijos-Datos-BAM
Pack PCRF BAM 3 GB	Fijos-Datos-BAM
Paquete Datos Corporativo 4.6 +Plus	Fijos-Datos-BAM
Paquete mas Internet	Fijos-Datos-BAM
PC92R Bonificación Plan	Fijos-Datos-BAM
PC93R Bonificación Plan	Fijos-Datos-BAM
PCRF 5 GB Banda Ancha Móvil	Fijos-Datos-BAM
PCRF BAM 3 GB	Fijos-Datos-BAM
PCRF Banda Ancha Móvil 10 GB	Fijos-Datos-BAM
PCRF Banda Ancha Móvil 3 GB	Fijos-Datos-BAM
PE10C Geocontrol 30	Fijos-Datos-BAM
PE10C Proporcional Plan	Fijos-Datos-BAM
PE90R Geocontrol 30	Fijos-Datos-BAM
PJ Internet Corp Ilimitado 1GB	Fijos-Datos-BAM
PJ Internet Corp Ilimitado 3GB	Fijos-Datos-BAM
Plan  2131  BAM  Empresas  Plus  20  GB	Fijos-Datos-BAM
Plan  2132  BAM  Empresas  Plus  35  GB	Fijos-Datos-BAM
Plan  2136  BAM  Empresas  Plus  120  GB	Fijos-Datos-BAM
Plan  2232  Corp  Pro  MM  20  GB  SE	Fijos-Datos-BAM
Plan  2320  M2M	Fijos-Datos-BAM
Plan 1329 BAM Empresas 20GB	Fijos-Datos-BAM
Plan 1456 Wifi Mov. Pro 30GB	Fijos-Datos-BAM
Plan 2130 BAM Empresas Plus 12 GB	Fijos-Datos-BAM
Plan 2133  BAM  Empresas  Plus  60  GB	Fijos-Datos-BAM
Plan 2250 Internet Movil	Fijos-Datos-BAM
Plan 2251 Internet Movil	Fijos-Datos-BAM
Plan 2252 Internet Movil	Fijos-Datos-BAM
Plan 2278  BAM  WIFI Mov Corp Plus 140  GB	Fijos-Datos-BAM
Plan 2278  BAM  WIFI Mov Corp Plus 280  GB	Fijos-Datos-BAM
Plan 2GB. .Start.	Fijos-Datos-BAM
Plan 3GB .Start	Fijos-Datos-BAM
Plan 4GB	Fijos-Datos-BAM
Plan 4GB Standard	Fijos-Datos-BAM
Plan 5GB	Fijos-Datos-BAM
Plan 5GB Plus.	Fijos-Datos-BAM
Plan 5GB Standard	Fijos-Datos-BAM
Plan 8GB Plus	Fijos-Datos-BAM
Plan 8GB Standard	Fijos-Datos-BAM
Plan BAM 100 GB Limitado CE Empresa	Fijos-Datos-BAM
Plan BAM Libre 100 GB Empresas	Fijos-Datos-BAM
Plan BAM Libre 120 GB Empresas	Fijos-Datos-BAM
Plan BAM Libre 50 GB Empresas	Fijos-Datos-BAM
Plan D Internet Movil 20 GB	Fijos-Datos-BAM
Plan D Internet Movil 50 GB	Fijos-Datos-BAM
Plan Datos Ilimitado 10GB RED Prime	Fijos-Datos-BAM
Plan Datos Ilimitado 1GB RED Prime	Fijos-Datos-BAM
Plan Datos Ilimitado GGCC	Fijos-Datos-BAM
PLAN DE INTERNET	Fijos-Datos-BAM
PLAN DUMMY BAM	Fijos-Datos-BAM
Plan Internet 10GB	Fijos-Datos-BAM
Plan Internet 12GB	Fijos-Datos-BAM
Plan Internet 15GB	Fijos-Datos-BAM
Plan Internet 2GB	Fijos-Datos-BAM
Plan Internet 4GB	Fijos-Datos-BAM
Plan Internet 50GB	Fijos-Datos-BAM
Plan Internet 5GB	Fijos-Datos-BAM
Plan Internet 7GB	Fijos-Datos-BAM
Plan Internet 8GB	Fijos-Datos-BAM
Plan Internet Corpo 10 GB	Fijos-Datos-BAM
Plan Internet Corpo 4 GB	Fijos-Datos-BAM
Plan Internet Corpo 5 GB	Fijos-Datos-BAM
Plan Internet Empresas 15GB	Fijos-Datos-BAM
Plan Internet Empresas 2GB	Fijos-Datos-BAM
Plan Internet Empresas 50GB	Fijos-Datos-BAM
Plan Internet Empresas 5GB	Fijos-Datos-BAM
Plan Internet Empresas 8GB	Fijos-Datos-BAM
Plan Internet Hogar 6mbps	Fijos-Datos-BAM
Plan Internet Movil 10GB Emp	Fijos-Datos-BAM
Plan Internet Movil 12GB Emp	Fijos-Datos-BAM
Plan Internet Movil 1GB	Fijos-Datos-BAM
Plan Internet Movil 20GB Emp	Fijos-Datos-BAM
Plan Internet Movil 22GB Emp	Fijos-Datos-BAM
Plan Internet Movil 25GB Emp	Fijos-Datos-BAM
Plan Internet Movil 3 GB	Fijos-Datos-BAM
Plan Internet Movil 5GB	Fijos-Datos-BAM
Plan Internet Movil 5GB Emp	Fijos-Datos-BAM
Plan Internet Movil 6GB Emp	Fijos-Datos-BAM
PLAN INTERNET MOVIL ILIMITADO	Fijos-Datos-BAM
Plan Internet Móvil Ilimitado	Fijos-Datos-BAM
Plan WiFi Móvil 15 GB	Fijos-Datos-BAM
Plan Workforce Data MB for LTE device	Fijos-Datos-BAM
Plano de Internet MODEM/TABLET  5GB	Fijos-Datos-BAM
PR100G - Prest. 100GB Bolsa ATL	Fijos-Datos-BAM
Proporcional Internet 300 MB	Fijos-Datos-BAM
Proporcional: Pack 10 GB Internet	Fijos-Datos-BAM
Rate Plan 10GB Data Pooling for Tablets, Laptops, MIFI	Fijos-Datos-BAM
RED Infinity Tablet	Fijos-Datos-BAM
Renta Mensual  Turbonett 10 Mbps	Fijos-Datos-BAM
Renta Mensual  Turbonett Platino Corp	Fijos-Datos-BAM
RENTA MENSUAL DATOS	Fijos-Datos-BAM
TLO Empresas Internet	Fijos-Datos-BAM
Vodafone Fibra Empresas	Fijos-Datos-BAM
Vodafone Fibra Empresas 300 Mb	Fijos-Datos-BAM
Vodafone Fibra Empresas 600 Mb	Fijos-Datos-BAM
WIFI MOVIL EMPRESAS S CORP	Fijos-Datos-BAM
Wireless VPN 15 GB	Fijos-Datos-BAM
_Plan 4GB	Fijos-Datos-BAM
_Plan 8 GB	Fijos-Datos-BAM
BlackBerry  Corporativo	Fijos-Datos-Blackberry
BLACKBERRY BES 2GB	Fijos-Datos-Blackberry
Megga Cover	Fijos-Datos-Blackberry
Plan BlackBerry Profesional BIS	Fijos-Datos-Blackberry
Trex Vidrio	Fijos-Datos-Blackberry
3GB Limítrofes y EEUU	Fijos-Datos-Internacional
3TRAVELPASS - NORWAY	Fijos-Datos-Internacional
Abono Roaming 1GB Mundial	Fijos-Datos-Internacional
Abono Roaming 2GB USA Empresas	Fijos-Datos-Internacional
Abono Roaming 300Mb Mundial	Fijos-Datos-Internacional
Abono Roaming 50% desc. Zona 2, 6, 7 y 8	Fijos-Datos-Internacional
Abono Roaming 50% desc. Zona 3 y 4	Fijos-Datos-Internacional
Abono Roaming 50% desc. Zona 5	Fijos-Datos-Internacional
Abono Viajero America	Fijos-Datos-Internacional
Abono Viajero Europa 4GB	Fijos-Datos-Internacional
Abono Viajero Limitrofe y USA	Fijos-Datos-Internacional
Abono Viajero Limitrofe y USA 6GB	Fijos-Datos-Internacional
Abono Voz y Datos Internacional	Fijos-Datos-Internacional
Adicional Prog. Roam.30MB	Fijos-Datos-Internacional
Bolsa Roaming	Fijos-Datos-Internacional
Bono Viaje Datos 2 GB	Fijos-Datos-Internacional
Cargo Fijo Datos Roaming 7mb	Fijos-Datos-Internacional
Cargos Prog Roam PRO 1GB	Fijos-Datos-Internacional
Cargos Programa Roam. 1GB	Fijos-Datos-Internacional
Combo Américas 3GB	Fijos-Datos-Internacional
Consumos Adicionales Internacionales-PQT 150 MB	Fijos-Datos-Internacional
Dev. Abono Roaming 50% desc. Zona 5	Fijos-Datos-Internacional
ENav G América	Fijos-Datos-Internacional
firstnet passport vc/text/data 22GB OTC	Fijos-Datos-Internacional
FirstNet Passport VC/Text/Data 6GB MRC	Fijos-Datos-Internacional
firstnet passport vc/text/data 6GB OTC	Fijos-Datos-Internacional
FirstNet Passport VC/Text/Data GB OTC	Fijos-Datos-Internacional
International Travel 100mb/Min/Msg Monthly	Fijos-Datos-Internacional
International Travel 250mb/250min/250msg	Fijos-Datos-Internacional
International Travel 250mb/Min/Msg Monthly	Fijos-Datos-Internacional
International Travel Data 2 Mb	Fijos-Datos-Internacional
International Travel Data 250 Mb	Fijos-Datos-Internacional
Other Services FirstNet Passport VC/Text/Data GB	Fijos-Datos-Internacional
Pack Roaming 1GB USA Empresas	Fijos-Datos-Internacional
Pack Viajero América 4GB	Fijos-Datos-Internacional
Pack Viajero América y EU 1GB	Fijos-Datos-Internacional
Pack Viajero América y EU 3GB	Fijos-Datos-Internacional
Pack Viajero Europa 4GB	Fijos-Datos-Internacional
Pack Viajero Limitrofes USA 1GB	Fijos-Datos-Internacional
Pack Viajero LimitrofesUSA 3GB	Fijos-Datos-Internacional
Pack Viajero Mundial 4GB	Fijos-Datos-Internacional
Pack Viajero Mundo 4GB	Fijos-Datos-Internacional
Pacote Mobilidade	Fijos-Datos-Internacional
PAQ DAT ROAM AUSTRALIA	Fijos-Datos-Internacional
Paq Roaming Fronterizo 30 Min	Fijos-Datos-Internacional
Paquete Datos AMX Especial	Fijos-Datos-Internacional
PAQUETE ROAMING DIARIO NAVEGACION SIN DESCARGAS	Fijos-Datos-Internacional
Passaporte Americas	Fijos-Datos-Internacional
Passaporte Américas - 10 GB	Fijos-Datos-Internacional
Passaporte Américas - 5 GB	Fijos-Datos-Internacional
Passaporte Europa	Fijos-Datos-Internacional
Passaporte Europa - 5 GB	Fijos-Datos-Internacional
Passaporte Mundo - 10 GB	Fijos-Datos-Internacional
Passaporte Mundo - 15 GB	Fijos-Datos-Internacional
Passaporte Mundo - 5 GB	Fijos-Datos-Internacional
Plan All Inclusive Mensual	Fijos-Datos-Internacional
Plan Roaming America 14 Paises Permanente_CORP	Fijos-Datos-Internacional
Plan Roaming Datos Libres	Fijos-Datos-Internacional
PQTE ILIM LDI USA, CANADA Y PR	Fijos-Datos-Internacional
Prog RoamPRO 300MB	Fijos-Datos-Internacional
Prog. Roam. 1GB incluido	Fijos-Datos-Internacional
Prog. Roam. Pro 1GB incluido	Fijos-Datos-Internacional
Prog. Roam. Pro 300 incluido	Fijos-Datos-Internacional
Roaming Packages	Fijos-Datos-Internacional
Roaming Whatsapp  7 dias	Fijos-Datos-Internacional
Tarifa Plana Mundo Datos	Fijos-Datos-Internacional
Tarifa Roaming Datos Mensual Mundo 1 GB	Fijos-Datos-Internacional
TRAVELPASS	Fijos-Datos-Internacional
TRAVELPASS - ARGENTINA	Fijos-Datos-Internacional
TRAVELPASS - ARUBA	Fijos-Datos-Internacional
TRAVELPASS - BOLIVIA	Fijos-Datos-Internacional
TRAVELPASS - BRAZIL	Fijos-Datos-Internacional
TRAVELPASS - COLOMBIA	Fijos-Datos-Internacional
TRAVELPASS - DENMARK	Fijos-Datos-Internacional
TRAVELPASS - ECUADOR	Fijos-Datos-Internacional
TRAVELPASS - EL SALVADOR	Fijos-Datos-Internacional
TRAVELPASS - Guatemala	Fijos-Datos-Internacional
TRAVELPASS - ICELAND	Fijos-Datos-Internacional
TRAVELPASS - ISRAEL	Fijos-Datos-Internacional
TRAVELPASS - ITALY	Fijos-Datos-Internacional
TRAVELPASS - MEXICO	Fijos-Datos-Internacional
TRAVELPASS - Paraguay	Fijos-Datos-Internacional
TRAVELPASS - PERU	Fijos-Datos-Internacional
TRAVELPASS - Saint Kitts and Nevis	Fijos-Datos-Internacional
TRAVELPASS - SPAIN	Fijos-Datos-Internacional
TRAVELPASS - Sweden	Fijos-Datos-Internacional
TRAVELPASS - SWITZERLAND	Fijos-Datos-Internacional
TRAVELPASS - Thailand	Fijos-Datos-Internacional
TRAVELPASS - THE NETHERLANDS	Fijos-Datos-Internacional
TRAVELPASS - Turks and Caicos	Fijos-Datos-Internacional
TRAVELPASS - UNITED KINGDOM	Fijos-Datos-Internacional
TRAVELPASS - URUGUAY	Fijos-Datos-Internacional
Viajero America 12GB	Fijos-Datos-Internacional
Viajero Limítr.yUSA 8GB	Fijos-Datos-Internacional
Viajero Limítrofes 5GB	Fijos-Datos-Internacional
 ACI92 1 GB Internet	Fijos-Datos-Smartphone
 Refacturación Internet	Fijos-Datos-Smartphone
1 GB de Datos Libres Adic.	Fijos-Datos-Smartphone
1 GB Internet	Fijos-Datos-Smartphone
1 GB x Internet 30 días	Fijos-Datos-Smartphone
1,5 Gigas Incluidos	Fijos-Datos-Smartphone
100MB - Pacote Internet Ilimitado	Fijos-Datos-Smartphone
10GB - Pacote Internet Ilimitado	Fijos-Datos-Smartphone
12 GB Internet	Fijos-Datos-Smartphone
15 GB Internet	Fijos-Datos-Smartphone
16 GB Internet	Fijos-Datos-Smartphone
1Gb (2+2+1) Navegacion LIN - ATL	Fijos-Datos-Smartphone
1GB - Pacote Internet Ilimitado	Fijos-Datos-Smartphone
1GIGA POR 15 DIAS	Fijos-Datos-Smartphone
2 GB Data Package	Fijos-Datos-Smartphone
20MB AVPN Transport Circuit	Fijos-Datos-Smartphone
20MB AVPN Transport Circuit FirstNet	Fijos-Datos-Smartphone
25 GB Internet	Fijos-Datos-Smartphone
250 MB Internet	Fijos-Datos-Smartphone
2GB (2+2) Navegacion ATL - LIN	Fijos-Datos-Smartphone
2ZS_5G Empresa Libre Pro 5GB	Fijos-Datos-Smartphone
3 GB Internet	Fijos-Datos-Smartphone
3GB - Pacote Internet Ilimitado	Fijos-Datos-Smartphone
3LD1_Multimedia Empresas 25GB_PR_CORP	Fijos-Datos-Smartphone
3LD1_Multimedia Empresas 80GB_PR_CORP	Fijos-Datos-Smartphone
4 GB Internet	Fijos-Datos-Smartphone
4 Gigas Incluidos	Fijos-Datos-Smartphone
40 GB Internet	Fijos-Datos-Smartphone
4096 MEGAS	Fijos-Datos-Smartphone
5 GB Internet	Fijos-Datos-Smartphone
500 MB AVL Regionalizado	Fijos-Datos-Smartphone
500MB - Pacote Internet Ilimitado	Fijos-Datos-Smartphone
50GB de Datios Libres Adic.	Fijos-Datos-Smartphone
5G Empresa Libre Pro 5GB Roaming Cargo Fijo Dato Asociado a PLAN	Fijos-Datos-Smartphone
5G Empresa Libre Pro Cod_2DP Cargo Fijo Dato Asociado a PLAN	Fijos-Datos-Smartphone
5G Empresa Libre Pro Datos	Fijos-Datos-Smartphone
5GB - Pacote Internet Ilimitado	Fijos-Datos-Smartphone
6 GB Internet	Fijos-Datos-Smartphone
7 GB Internet	Fijos-Datos-Smartphone
8 GB internet	Fijos-Datos-Smartphone
A001C 1 GB Internet	Fijos-Datos-Smartphone
A003C 3 GB Internet	Fijos-Datos-Smartphone
A004C 5 GB Internet	Fijos-Datos-Smartphone
A005C 8 GB Internet	Fijos-Datos-Smartphone
A007C 1 GB Internet	Fijos-Datos-Smartphone
A009C 3 GB Internet	Fijos-Datos-Smartphone
A010C 5 GB Internet	Fijos-Datos-Smartphone
A011C 8 GB Internet	Fijos-Datos-Smartphone
A013C 1 GB Internet	Fijos-Datos-Smartphone
A014C 3 GB Internet	Fijos-Datos-Smartphone
A015C 1 GB Internet	Fijos-Datos-Smartphone
A015C 5 GB Internet	Fijos-Datos-Smartphone
A016C 8 GB Internet	Fijos-Datos-Smartphone
A017C 1 GB Internet	Fijos-Datos-Smartphone
A017C 15 GB Internet	Fijos-Datos-Smartphone
A018C 1 GB Internet	Fijos-Datos-Smartphone
A018C Bonificación Internet	Fijos-Datos-Smartphone
A019C 1 GB Internet	Fijos-Datos-Smartphone
A019C 3 GB Internet	Fijos-Datos-Smartphone
