CargoOK	IdCargo	IdTipo	IdTipo2
1GB - Pacote Internet Ilimitado	Fijos	Datos	Smartphone
1GB Centro America	Variables	Internacional	Roaming Datos
1GB Internet	Variables	Datos	Datos Excedentes
1GB Renovacion Cuota de Datos	Variables	Datos	Datos Excedentes
1GB Renovación Cuota de Datos	Variables	Datos	Datos Excedentes
1GIGA POR 15 DIAS	Fijos	Datos	Smartphone
2 Consultas a buzón x86	Variables	Servicios	Otros
2 GB Data Package	Fijos	Datos	Smartphone
2 GB Internet	Variables	Datos	Datos Excedentes
2 GB Internet x 15 dias	Variables	Datos	Datos Excedentes
2 GB Internet x 15 días	Variables	Datos	Datos Excedentes
2 GB Internet x 30 días	Variables	Datos	Datos Excedentes
2 GB Internet x 7 días	Variables	Datos	Datos Excedentes
2 GB Internet x 2 días	Variables	Datos	Datos Excedentes
2 GB Internet x 3 días	Variables	Datos	Datos Excedentes
2 GB Internet x 5 días	Variables	Datos	Datos Excedentes
2 GB Internet x 7 días	Variables	Datos	Datos Excedentes
2 GB Renovación Datos Promo F.	Variables	Datos	Datos Excedentes
2 GIGAS POR 30 DIAS	Variables	Servicios	Otros
20% de descuento x 6 meses sobre plan Movil	Fijos	Varios	Todo Incluido
200 minutos multidestino	Fijos	Voz	Nacional
20000 SMS Libres Adic	Fijos	Varios	Nacional SMS
20MB AVPN Transport Circuit	Fijos	Datos	Smartphone
20MB AVPN Transport Circuit FirstNet	Fijos	Datos	Smartphone
21% descuento en tu cargo fijo mensual cargo fijo mensual	Fijos	Varios	Todo Incluido
2132 Int Movil Emp Plu	Fijos	Datos	BAM
2136 Int Movil Emp Plu	Fijos	Datos	BAM
22% - Feature Discount	Fijos	Varios	Otros
22% Access Discount	Fijos	Varios	Otros
22% Access Discount - Reversal	Fijos	Varios	Otros
2215 Corp Pro 15 GB SE	Fijos	Datos	BAM
2222 Corp Pro 45 GB	Fijos	Varios	Todo Incluido
2222 Corp Pro 90 GB	Fijos	Varios	Todo Incluido
2223 Corp Pro Silver	Fijos	Varios	Todo Incluido
225 SMS Multidestino	Fijos	Varios	Nacional SMS
25 GB Internet	Fijos	Datos	Smartphone
25%  CF  Ret  Extra	Variables	Varios	Otros
250 MB Internet	Fijos	Datos	Smartphone
250 MB Internet por Dia	Variables	Datos	Datos Excedentes
25007-SIM Movile Info y Ocio	Variables	Servicios	Otros
25063- Dem 3 Disp. Mensual-Cykadas	Variables	Servicios	Otros
25070 GranjaVC1AirG	Variables	Servicios	Otros
25117 -SRV-Midasplayer	Variables	Varios	Otros
25117 -SRV-Midasplayer Vertriebs GmbH - Pack de lin 17-Ma	Fijos	Varios	Otros
27789 Dem Minime Airg	Variables	Servicios	Otros
27789 minime x3 airg	Variables	Servicios	Otros
27790 Dem Minime Airg	Variables	Servicios	Otros
27999=MO Timwe=DirecTV	Variables	Servicios	Otros
290029 Demad JellyNextext Full	Variables	Varios	Otros
2GB (2+2) Navegacion ATL - LIN	Fijos	Datos	Smartphone
2GB por 3 Dolares	Variables	Datos	Datos Excedentes
2GB POR 3 DOLARES + imp	Variables	Datos	Datos Excedentes
2GB Renovación Cuota de Datos	Variables	Datos	Datos Excedentes
2ZS_5G Empresa Libre Pro 5GB	Fijos	Datos	Smartphone
3 Consultas a buzón x86	Variables	Servicios	Otros
3 GB EUANACANNAAMX	Variables	Internacional	Roaming Datos
3 GB Internet	Fijos	Datos	Smartphone
3 GB Internet x 10 días	Variables	Datos	Datos Excedentes
3 GB Internet x 20 días	Variables	Datos	Datos Excedentes
3 GB Renovacion Cuota Datos	Variables	Datos	Datos Excedentes
30 GB Internet	Variables	Datos	Datos Excedentes
30% de descuento x 3 meses sobre Plan	Fijos	Varios	Otros
30% de descuento x 6 meses sobre Plan	Fijos	Varios	Otros
300BF	Fijos	Varios	Otros
300MB Centro America	Variables	Datos	Datos Excedentes
300megas por 2 dolares CF	Variables	Internacional	Roaming Datos
35 GB - SMS Ilimitado	Fijos	Varios	Todo Incluido
35 GB- Datos Nacional	Fijos	Varios	Todo Incluido
35 Samsung Galaxy A32 4g Negro $33470,33	Variables	Varios	Equipos
35046 Sus RevistasYa MDG	Variables	Servicios	Otros
35048-VIDA SANA_-MDG	Variables	Servicios	Otros
35049-CUENTOS CONTADOS_-MDG	Variables	Servicios	Otros
35062 -SRV-Microsoft Corporation - Microsoft 365	Variables	Varios	Otros
35200-best pet-s americas	Variables	Datos	Datos Excedentes
35932-Salud 4 Patas-Pb Italia	Variables	Servicios	Otros
36% Descuento al cargo fijo_SC	Fijos	Varios	Otros
37545-STYLE Semanal-Movile	Variables	Servicios	Otros
3GB - Pacote Internet Ilimitado	Fijos	Datos	Smartphone
3GB Limítrofes y EEUU	Fijos	Datos	Internacional
3GB Renovacion Cuota de Datos	Variables	Datos	Datos Excedentes
3GB Renovación Cuota de Datos	Variables	Datos	Datos Excedentes
3LD1_Multimedia Empresas 25GB_PR_CORP	Fijos	Datos	Smartphone
3LD1_Multimedia Empresas 80GB_PR_CORP	Fijos	Datos	Smartphone
3Llamadas Otros Operadores	Variables	Excedente	Voz Aire
3Reposicion de Equipo SMG GXYM12M127ODS	Variables	Varios	Equipos
3Reposicion de Equipo XIA REDMINOT864GB	Variables	Varios	Equipos
3TRAVELPASS - NORWAY	Fijos	Datos	Internacional
4 GB Internet	Fijos	Datos	Smartphone
4 GB Internet x 30 días	Variables	Datos	Datos Excedentes
4 GB Internet x 7 días	Variables	Datos	Datos Excedentes
4 GB Internet x 30 días	Variables	Datos	Datos Excedentes
4 Gigas Incluidos	Fijos	Datos	Smartphone
40 GB Internet	Fijos	Datos	Smartphone
40 SMS Multidestino	Fijos	Varios	Nacional SMS
40% de descuento x 6 meses sobre plan Movil	Fijos	Varios	Todo Incluido
40% Descuento al cargo fijo	Fijos	Varios	Otros
4096 MEGAS	Fijos	Datos	Smartphone
411 Search na	Variables	Excedente	Voz Aire
46% Descuento al cargo fijo_SC	Fijos	Varios	Otros
5 DE ORO	Variables	Servicios	Otros
5 DE ORO 3?	Variables	Servicios	Otros
5 GB Internet	Fijos	Datos	Smartphone
5 Samsung Galaxy S21 Ultra 5g Negro $169362,89	Variables	Varios	Equipos
50 MB Internet por día	Variables	Datos	Datos Excedentes
50 SMS Sal RDM dest Argentina	Variables	Servicios	Otros
50% de descuento x 6 meses sobre plan Movil	Fijos	Varios	Todo Incluido
500 MB	Variables	Datos	Datos Excedentes
500 MB AVL Regionalizado	Fijos	Datos	Smartphone
500 MB Internet x 2 días	Variables	Datos	Datos Excedentes
500 Megas	Variables	Datos	Datos Excedentes
500 megas por 3 dolares CF	Variables	Datos	Datos Excedentes
500 SMS Multidestino	Fijos	Varios	Nacional SMS
5000 SMS Libres Adic	Fijos	Varios	Nacional SMS
500MB - Pacote Internet Ilimitado	Fijos	Datos	Smartphone
500MB Renovación Cuota Datos	Variables	Datos	Datos Excedentes
500MB Renovación Cuota de Datos	Variables	Datos	Datos Excedentes
50670997568FINANCIAMIENTO TERMINAL CORPORATIVO 357145411214838  8/18	Variables	Varios	Equipos
50GB de Datios Libres Adic.	Fijos	Datos	Smartphone
53 cargos de envio $247,10	Variables	Varios	Equipos
54% Descuento al cargo fijo	Fijos	Varios	Otros
55 SMS Mensuales Claro	Variables	Servicios	SMS Excedentes
55% Descuento al cargo fijo	Fijos	Varios	Otros
5G Empresa Libre Pro 5GB Roaming Cargo Fijo Dato Asociado a PLAN	Fijos	Datos	Smartphone
5G Empresa Libre Pro 5GB Roaming Cargo Fijo_Voz Asociado a PLAN	Fijos	Varios	Todo Incluido
5G Empresa Libre Pro Cod_2DP Cargo Fijo Dato Asociado a PLAN	Fijos	Datos	Smartphone
5G Empresa Libre Pro Cod_2DP Cargo Fijo_Voz Asociado a PLAN	Fijos	Varios	Todo Incluido
5G Empresa Libre Pro Datos	Fijos	Datos	Smartphone
5G Empresa Libre Pro Voz	Fijos	Varios	Todo Incluido
5G ULTRA WIDEBAND	Fijos	Datos	BAM
5g Ultra Wideband Access	Fijos	Datos	BAM
5GB  7dias	Variables	Datos	Datos Excedentes
5GB - Pacote Internet Ilimitado	Fijos	Datos	Smartphone
5GB Renovacion Cuota Datos	Variables	Datos	Datos Excedentes
5GB Renovacion Cuota de Datos	Variables	Datos	Datos Excedentes
5GB Renovación Cuota de Datos	Variables	Datos	Datos Excedentes
6 Consultas a buzón x86	Variables	Servicios	Otros
6 GB Internet	Fijos	Datos	Smartphone
6 GB Internet x 3 días	Variables	Datos	Datos Excedentes
6 GB Internet x 30 días	Variables	Datos	Datos Excedentes
6 GB Internet x 30 días	Variables	Datos	Datos Excedentes
6287347-AJBPLV-Ajuste por Plan de Venta-6287347 Reformatted name	Variables	Varios	Otros
62n Pasaporte Roaming 30 Dias	Variables	Internacional	Roaming Datos
6GB POR 6.50 DOLARES	Variables	Datos	Datos Excedentes
7 GB Internet	Fijos	Datos	Smartphone
70270 Club Contenidos semanal	Variables	Servicios	Otros
77999 SMS Direct TV	Variables	Servicios	Otros
8 GB internet	Fijos	Datos	Smartphone
87889 Providencia San Andres	Variables	Servicios	Otros
9-1-1 Service Fee	Variables	Varios	Impuestos
9009 Trivia - Telefe	Variables	Servicios	Otros
911 Service Fee	Variables	Varios	Impuestos
988 Tax	Variables	Servicios	Otros
A Fijos	Variables	Excedente	Voz Red
A Moviles Claro	Variables	Excedente	Voz Aire
A001C 1 GB Internet	Fijos	Datos	Smartphone
A001C Bonificación Plan	Fijos	Varios	Todo Incluido
A001C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A001C Plan	Fijos	Varios	Todo Incluido
A001C Proporcional Plan	Fijos	Varios	Todo Incluido
A001C SMS ilimitados	Fijos	Varios	Nacional SMS
A003C - 3GB - Libre	Fijos	Varios	Todo Incluido
A003C 3 GB Internet	Fijos	Datos	Smartphone
A003C Bonificación Plan	Fijos	Varios	Todo Incluido
A003C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A003C Plan	Fijos	Varios	Todo Incluido
A003C SMS Ilimitados	Fijos	Varios	Nacional SMS
A004C 5 GB Internet	Fijos	Datos	Smartphone
A004C Bonificación Plan	Fijos	Varios	Todo Incluido
A004C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A004C Plan	Fijos	Varios	Todo Incluido
A004C SMS ilimitado	Fijos	Varios	Nacional SMS
A005C 8 GB Internet	Fijos	Datos	Smartphone
A005C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A005C PLAN	Fijos	Varios	Todo Incluido
A007C 1 GB Internet	Fijos	Datos	Smartphone
A007C Bonificación Plan	Fijos	Varios	Todo Incluido
A007C Plan	Fijos	Varios	Todo Incluido
A007C SMS ilimitados	Fijos	Varios	Nacional SMS
A009C 3 GB Internet	Fijos	Datos	Smartphone
A009C Bonificación Plan	Fijos	Varios	Todo Incluido
A009C Plan	Fijos	Varios	Todo Incluido
A009C SMS ilimitados	Fijos	Varios	Nacional SMS
A010C 5 GB Internet	Fijos	Datos	Smartphone
A010C Bonificación Plan	Fijos	Varios	Todo Incluido
A010C Plan	Fijos	Varios	Todo Incluido
A010C Servicio básico Cuenta Control	Fijos	Varios	Otros
A010C SMS ilimitado	Fijos	Varios	Nacional SMS
A011C 8 GB Internet	Fijos	Datos	Smartphone
A011C Bonificación Plan	Fijos	Varios	Todo Incluido
A011C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A011C Plan	Fijos	Varios	Todo Incluido
A011C SMS ilimitado	Fijos	Varios	Nacional SMS
A013C 1 GB Internet	Fijos	Datos	Smartphone
A013C Bonificación Plan	Fijos	Varios	Todo Incluido
A013C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A013C Plan	Fijos	Varios	Todo Incluido
A013C Proporcional Plan	Fijos	Varios	Todo Incluido
A013C Servicio Factura Digital	Fijos	Varios	Otros
A013C SMS ilimitados	Fijos	Varios	Nacional SMS
A014C	Fijos	Varios	Todo Incluido
A014C 3 GB Internet	Fijos	Datos	Smartphone
A014C Bonificación Plan	Fijos	Varios	Todo Incluido
A014C Plan	Fijos	Varios	Todo Incluido
A015C 1 GB Internet	Fijos	Datos	Smartphone
A015C 5 GB Internet	Fijos	Datos	Smartphone
A015C Bonificación Plan 45% x 12 meses	Fijos	Varios	Todo Incluido
A015C Plan	Fijos	Varios	Todo Incluido
A015C SMS ilimitado	Fijos	Varios	Nacional SMS
A016C 8 GB Internet	Fijos	Datos	Smartphone
A016C Plan	Fijos	Varios	Todo Incluido
A016C SMS ilimitado	Fijos	Varios	Nacional SMS
A017C 1 GB Internet	Fijos	Datos	Smartphone
A017C 15 GB Internet	Fijos	Datos	Smartphone
A017C Bonificación Plan	Fijos	Varios	Todo Incluido
A017C Plan	Fijos	Varios	Todo Incluido
A017C SMS ilimitado	Fijos	Varios	Nacional SMS
A018C 1 GB Internet	Fijos	Datos	Smartphone
A018C Bonificación Internet	Fijos	Datos	Smartphone
A018C Bonificación Llamadas	Fijos	Varios	Todo Incluido
A018C Bonificación Plan	Fijos	Varios	Todo Incluido
A018C Bonificación Roaming	Fijos	Varios	Todo Incluido
A018C Bonificación SMS	Fijos	Varios	Nacional SMS
A018C Plan	Fijos	Varios	Todo Incluido
A018C SMS ilimitados	Fijos	Varios	Nacional SMS
A019C 1 GB Internet	Fijos	Datos	Smartphone
A019C 3 GB Internet	Fijos	Datos	Smartphone
A019C Plan	Fijos	Varios	Todo Incluido
A019C SMS ilimitados	Fijos	Varios	Nacional SMS
A020C 5 GB Internet	Fijos	Datos	Smartphone
A020C Bonificación Plan	Fijos	Varios	Todo Incluido
A020C Plan	Fijos	Varios	Todo Incluido
A021C 8 GB Internet	Fijos	Datos	Smartphone
A021C Plan	Fijos	Varios	Todo Incluido
A022C Plan	Fijos	Varios	Todo Incluido
A023C 1 GB Internet	Fijos	Datos	Smartphone
A023C Bonificación Internet	Fijos	Datos	Smartphone
A023C Bonificación Llamadas	Fijos	Voz	Nacional
A023C Bonificación Plan	Fijos	Varios	Todo Incluido
A023C Bonificación Roaming	Fijos	Voz	Internacional
A023C Bonificación SMS	Fijos	Varios	Nacional SMS
A023C Funcionalidad VoLTE	Fijos	Varios	Otros
A023C Plan	Fijos	Varios	Todo Incluido
A023C Servicio básico Cuenta Control	Fijos	Varios	Otros
A024C	Fijos	Varios	Todo Incluido
A024C 1 GB Internet	Fijos	Datos	Smartphone
A024C 3 GB Internet	Fijos	Datos	Smartphone
A024C Plan	Fijos	Varios	Todo Incluido
A025C 5 GB Internet	Fijos	Datos	Smartphone
A025C Bonificación Plan	Fijos	Varios	Todo Incluido
A025C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A025C plan	Fijos	Varios	Todo Incluido
A026C 8 GB Internet	Fijos	Datos	Smartphone
A026C Plan	Fijos	Varios	Todo Incluido
A027C 1 GB Internet	Fijos	Datos	Smartphone
A027C 15 GB Internet	Fijos	Datos	Smartphone
A027C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A027C Minutos libres a Claro	Variables	Plan	Voz Incluido
A027C Plan	Fijos	Varios	Todo Incluido
A027C SMS Ilimitados	Fijos	Varios	Nacional SMS
A028C 1 GB Internet	Fijos	Datos	Smartphone
A028C Bonificación Plan	Fijos	Varios	Todo Incluido
A028C Plan	Fijos	Varios	Todo Incluido
A029C 3 GB Internet	Fijos	Datos	Smartphone
A029C Bloqueo Internet	Fijos	Varios	Otros
A029C Bonificación Internet	Fijos	Datos	Smartphone
A029C Bonificación Llamadas	Fijos	Voz	Nacional
A029C Bonificación Plan	Fijos	Varios	Todo Incluido
A029C Bonificación Roaming	Fijos	Voz	Internacional
A029C Bonificación SMS	Fijos	Varios	Nacional SMS
A029C Club Ciencias	Variables	Varios	Otros
A029C Plan	Fijos	Varios	Todo Incluido
A029C SMS ilimitados	Fijos	Varios	Nacional SMS
A030C 5 GB Internet	Fijos	Datos	Smartphone
A030C Bonificación Internet	Fijos	Datos	Smartphone
A030C Bonificación Llamadas	Fijos	Voz	Nacional
A030C Bonificación Plan	Fijos	Varios	Todo Incluido
A030C Bonificación Roaming	Fijos	Voz	Internacional
A030C Bonificación SMS	Fijos	Varios	Nacional SMS
A030C Plan	Fijos	Varios	Todo Incluido
A030C Proporcional Plan	Fijos	Varios	Todo Incluido
A031C 8 GB Internet	Fijos	Datos	Smartphone
A031C Plan	Fijos	Varios	Todo Incluido
A031C SMS ilimitado	Fijos	Varios	Nacional SMS
A033C 1 GB Internet	Fijos	Datos	Smartphone
A033C Bonificación Internet	Fijos	Datos	Smartphone
A033C Bonificación Llamadas	Fijos	Voz	Nacional
A033C Bonificación Plan	Fijos	Varios	Todo Incluido
A033C Bonificación SMS	Fijos	Varios	Nacional SMS
A033C Plan	Fijos	Varios	Todo Incluido
A034C 3 GB Internet	Fijos	Datos	Smartphone
A034C Bonificación Internet	Fijos	Datos	Smartphone
A034C Bonificación Llamadas	Fijos	Voz	Nacional
A034C Bonificación Plan	Fijos	Varios	Todo Incluido
A034C Bonificación Roaming	Fijos	Voz	Internacional
A034C Bonificación SMS	Fijos	Varios	Nacional SMS
A034C Plan	Fijos	Varios	Todo Incluido
A034C SMS ilimitados	Fijos	Varios	Nacional SMS
A035C 5 GB Internet	Fijos	Datos	Smartphone
A035C Bonificación Internet	Fijos	Datos	Smartphone
A035C Bonificación Llamadas	Fijos	Voz	Nacional
A035C Bonificación Plan	Fijos	Varios	Todo Incluido
A035C Bonificación Roaming	Fijos	Voz	Internacional
A035C Bonificación SMS	Fijos	Varios	Nacional SMS
A035C Plan	Fijos	Varios	Todo Incluido
A036C 1 GB Internet	Fijos	Datos	Smartphone
A036C 8 GB Internet	Fijos	Datos	Smartphone
A036C Bonificación InterneT	Fijos	Datos	Smartphone
A036C Bonificación Llamadas	Fijos	Voz	Nacional
A036C Bonificación Plan	Fijos	Varios	Todo Incluido
A036C Bonificación Roaming	Fijos	Voz	Internacional
A036C Bonificación SMS	Fijos	Varios	Nacional SMS
A036C Plan	Fijos	Varios	Todo Incluido
A036C SMS ilimitado	Fijos	Varios	Nacional SMS
A038C 1 GB Internet	Fijos	Datos	Smartphone
A038C Bonificación Internet	Fijos	Datos	Smartphone
A038C Bonificación Llamadas	Fijos	Varios	Todo Incluido
A038C Bonificación Plan	Fijos	Varios	Todo Incluido
A038C Bonificación SMS	Fijos	Varios	Nacional SMS
A038C Plan	Fijos	Varios	Todo Incluido
A038C SMS Ilimitados	Fijos	Varios	Nacional SMS
A039C 1 GB Internet	Fijos	Datos	Smartphone
A039C 3 GB Internet	Fijos	Datos	Smartphone
A039C Plan	Fijos	Varios	Todo Incluido
A039C SMS ilimitados	Fijos	Varios	Nacional SMS
A040C 5 GB Internet	Fijos	Datos	Smartphone
A040C Bonificación Internet	Fijos	Datos	Smartphone
A040C Bonificación Llamadas	Fijos	Voz	Nacional
A040C Bonificación Plan	Fijos	Varios	Todo Incluido
A040C Bonificación SMS	Fijos	Varios	Nacional SMS
A040C Plan	Fijos	Varios	Todo Incluido
A040C SMS Ilimitados	Fijos	Varios	Nacional SMS
A041C 8 GB Internet	Fijos	Datos	Smartphone
A041C Bonificación Internet	Fijos	Datos	Smartphone
A041C Bonificación Llamadas	Fijos	Voz	Nacional
A041C Bonificación Plan	Fijos	Varios	Todo Incluido
A041C Bonificación Roaming	Fijos	Voz	Internacional
A041C Bonificación SMS	Fijos	Varios	Nacional SMS
A041C Plan	Fijos	Varios	Todo Incluido
A041C SMS ilimitado	Fijos	Varios	Nacional SMS
A042C 1 GB Internet	Fijos	Datos	Smartphone
A042C 15 GB Internet	Fijos	Datos	Smartphone
A042C Minutos Ilimitados otros destinos	Fijos	Voz	Nacional
A042C Plan	Fijos	Varios	Todo Incluido
A042C SMS ilimitados	Fijos	Varios	Nacional SMS
A043C 1 GB Internet	Fijos	Datos	Smartphone
A043C Bonificación Internet	Fijos	Datos	Smartphone
A043C Bonificación Llamadas	Fijos	Voz	Nacional
A043C Bonificación Plan	Fijos	Varios	Todo Incluido
A043C Bonificación Roaming	Fijos	Voz	Internacional
A043C Bonificación SMS	Fijos	Varios	Nacional SMS
A043C Plan	Fijos	Varios	Todo Incluido
A043C SMS ilimitados	Fijos	Varios	Nacional SMS
A044C 1 GB Internet	Fijos	Datos	Smartphone
A044C 3 GB Internet	Fijos	Datos	Smartphone
A044C Plan	Fijos	Varios	Todo Incluido
A044C SMS ilimitados	Fijos	Varios	Nacional SMS
A045C 5 GB Internet	Fijos	Datos	Smartphone
A045C Bonificación Internet	Fijos	Datos	Smartphone
A045C Bonificación Llamadas	Fijos	Voz	Nacional
A045C Bonificación Plan	Fijos	Varios	Todo Incluido
A045C Bonificación Roaming	Fijos	Voz	Internacional
A045C Bonificación SMS	Fijos	Varios	Nacional SMS
A045C Plan	Fijos	Varios	Todo Incluido
A046C 8 GB Internet	Fijos	Datos	Smartphone
A046C Bonificación Internet	Fijos	Datos	Smartphone
A046C Bonificación Llamadas	Fijos	Voz	Nacional
A046C Bonificación Plan	Fijos	Varios	Todo Incluido
A046C Bonificación Roaming	Fijos	Voz	Internacional
A046C Bonificación SMS	Fijos	Varios	Nacional SMS
A046C Plan	Fijos	Varios	Todo Incluido
A046C SMS Ilimitados	Fijos	Varios	Nacional SMS
A048C 1 GB Internet	Fijos	Datos	Smartphone
A048C Bonificación Internet	Fijos	Datos	Smartphone
A048C Bonificación Llamadas	Fijos	Voz	Nacional
A048C Bonificación Plan	Fijos	Varios	Todo Incluido
A048C Bonificación Roaming	Fijos	Voz	Internacional
A048C Bonificación SMS	Fijos	Varios	Nacional SMS
A048C Plan	Fijos	Varios	Todo Incluido
A048C Servicio básico Cuenta Control	Fijos	Varios	Otros
A048C SMS ilimitados	Fijos	Varios	Nacional SMS
A049C 3 GB Internet	Fijos	Datos	Smartphone
A049C Plan	Fijos	Varios	Todo Incluido
A049C SMS Ilimitados	Fijos	Varios	Nacional SMS
Abono	Fijos	Voz	Nacional
Abono 3G Ilimitado	Fijos	Datos	BAM
Abono Adelantado	Fijos	Varios	Todo Incluido
Abono Aeropuertos Argentina	Fijos	Varios	Otros
Abono Control Empresas	Fijos	Voz	Nacional
Abono Control Empresas 3 GB	Fijos	Datos	Smartphone
Abono Control Empresas 4 GB	Fijos	Datos	Smartphone
Abono Control Empresas y Negocios 1GB	Fijos	Varios	Todo Incluido
Abono Control Empresas y Negocios 2GB	Fijos	Datos	Smartphone
Abono Control Negocios 1 GB	Fijos	Varios	Todo Incluido
Abono Control Negocios 1,5 GB	Fijos	Varios	Todo Incluido
Abono Control Negocios 4 GB	Fijos	Varios	Todo Incluido
Abono Control Negocios 500 MB	Fijos	Varios	Todo Incluido
Abono Datos BAM	Fijos	Datos	BAM
Abono Datos bonificado	Fijos	Datos	BAM
Abono Fijo Personal Radio Emp (IVA 21)	Fijos	Voz	Nacional
Abono Fijo Personal Radio Emp (IVA 27)	Fijos	Voz	Nacional
Abono Internet CR	Fijos	Datos	Smartphone
Abono mensual	Fijos	Varios	Todo Incluido
Abono mensual comprometido	Fijos	Varios	Otros
Abono mensual comprometido (Huawei)	Fijos	Varios	Otros
Abono Mensual Movistar Play	Fijos	Varios	Otros
Abono móvil	Fijos	Varios	Todo Incluido
Abono Perfil Inicial Linea Movil	Fijos	Varios	Perfiles
Abono por acceso troncal ATIP	Fijos	Voz	Nacional
